month,mean
2010-10,18.4
2010-11,12.8
2010-12,11.2
2011-01,10.3
2011-02,10.3
2011-03,12.0
2011-04,13.1
2011-05,13.8
2011-06,15.8
2011-07,17.1
2011-08,16.8
2011-09,18.1
2011-10,17.2
2011-11,12.1
2011-12,9.6
2012-01,10.3
2012-02,11.3
2012-03,11.8
2012-04,13.8
2012-05,14.7
2012-06,16.3
2012-07,16.9
2012-08,16.5
2012-09,15.9
2012-10,17.4
2012-11,14.5
2012-12,11.0
2013-01,9.2
2013-02,10.5
2013-03,12.6
2013-04,14.7
2013-05,15.8
2013-06,17.1
2013-07,17.1
2013-08,18.0
2013-09,18.6
2013-10,16.0
2013-11,14.0
2013-12,9.9
2014-01,12.8
2014-02,12.7
2014-03,15.0
2014-04,15.7
2014-05,17.5
2014-06,17.9
2014-07,19.4
2014-08,19.5
2014-09,20.2
2014-10,19.5
2014-11,15.4
2014-12,13.8
2015-01,12.2
2015-02,14.8
2015-03,15.7
2015-04,14.8
2015-05,14.7
2015-06,17.1
2015-07,19.3
2015-08,20.0
2015-09,19.5
2015-10,18.7
2015-11,12.4
2015-12,10.3
2016-01,11.5
2016-02,13.9
2016-03,14.3
2016-04,15.7
2016-05,16.3
2016-06,17.4
2016-07,17.2
2016-08,17.7
2016-09,18.2
2016-10,17.4
2016-11,14.6
2016-12,10.4
2017-01,10.3
2017-02,12.5
2017-03,13.9
2017-04,14.7
2017-05,16.1
2017-06,17.3
2017-07,17.9
2017-08,18.9
2017-09,21.0
2017-10,17.9
2017-11,14.5
2017-12,11.1
