month,mean
2003-10,14.4
2003-11,2.9
2003-12,0.9
2004-01,-5.4
2004-02,-2.7
2004-03,8.8
2004-04,11.4
2004-05,15.8
2004-06,21.3
2004-07,26.1
2004-08,23.5
2004-09,18.6
2004-10,12.2
2004-11,3.9
2004-12,0.4
2005-01,1.4
2005-02,1.6
2005-03,6.0
2005-04,10.4
2005-05,15.2
2005-06,19.3
2005-07,27.2
2005-08,25.0
2005-09,18.7
2005-10,12.6
2005-11,5.3
2005-12,-0.2
2006-01,1.3
2006-02,0.8
2006-03,5.3
2006-04,11.8
2006-05,17.3
2006-06,22.9
2006-07,28.4
2006-08,24.8
2006-09,17.5
2006-10,10.3
2006-11,5.0
2006-12,-0.7
2007-01,-6.1
2007-02,2.7
2007-03,8.0
2007-04,11.5
2007-05,17.5
2007-06,23.0
2007-07,28.9
2007-08,27.1
2007-09,19.3
2007-10,11.1
2007-11,5.5
2007-12,-2.7
2008-01,-4.5
2008-02,0.7
2008-03,4.6
2008-04,8.1
2008-05,14.3
2008-06,21.1
2008-07,27.5
2008-08,25.5
2008-09,19.2
2008-10,11.8
2008-11,6.1
2008-12,-1.0
2009-01,-0.7
2009-02,2.3
2009-03,5.6
2009-04,9.4
2009-05,16.4
2009-06,19.2
2009-07,26.2
2009-08,24.2
2009-09,21.4
2009-10,9.6
2009-11,5.1
2009-12,-4.6
2010-01,-1.6
2010-02,2.0
2010-03,6.0
2010-04,9.3
2010-05,11.5
2010-06,20.3
2010-07,26.1
2010-08,24.5
2010-09,20.4
2010-10,13.7
2010-11,3.5
2010-12,0.9
2011-01,-2.4
2011-02,1.3
2011-03,6.3
2011-04,7.4
2011-05,11.7
2011-06,19.0
2011-07,25.8
2011-08,26.1
2011-09,21.1
2011-10,12.6
2011-11,4.1
2011-12,-1.4
2012-01,0.7
2012-02,3.0
2012-03,9.4
2012-04,12.3
2012-05,16.4
2012-06,23.1
2012-07,27.9
2012-08,27.6
2012-09,21.1
2012-10,12.9
2012-11,7.5
2012-12,1.6
2013-01,-6.9
2013-02,-1.8
2013-03,7.0
2013-04,9.7
2013-05,17.0
2013-06,24.1
2013-07,29.0
2013-08,28.2
2013-09,21.3
2013-10,11.3
2013-11,6.9
2013-12,-4.1
2014-01,-0.8
2014-02,5.6
2014-03,9.5
2014-04,11.1
2014-05,16.5
2014-06,20.8
2014-07,27.4
2014-08,23.5
2014-09,21.1
2014-10,14.0
2014-11,5.2
2014-12,3.0
2015-01,1.3
2015-02,6.6
2015-03,9.8
2015-04,11.3
2015-05,15.5
2015-06,25.3
2015-07,25.2
2015-08,25.3
2015-09,21.6
2015-10,15.9
2015-11,4.3
2015-12,-0.3
2016-01,-0.8
2016-02,2.9
2016-03,8.4
2016-04,12.9
2016-05,16.5
2016-06,25.3
2016-07,28.4
2016-08,26.8
2016-09,19.6
2016-10,14.6
2016-11,8.4
2016-12,-1.3
2017-01,-2.6
2017-02,4.5
2017-03,10.1
2017-04,10.2
2017-05,16.9
2017-06,24.4
2017-07,29.6
2017-08,27.4
2017-09,19.4
2017-10,11.4
2017-11,8.8
2017-12,0.6
