month,mean
1981-08,8.5
1981-10,3.2
1981-11,-0.7
1981-12,-2.2
1982-01,-3.1
1982-02,-2.4
1982-03,-1.4
1982-04,-1.7
1982-05,1.8
1982-06,5.2
1982-07,6.8
1982-08,9.1
1982-09,6.0
1982-10,3.5
1982-11,1.6
1982-12,-1.3
1983-01,-5.3
1983-02,-2.6
1983-03,-2.3
1981-10,3.2
1981-11,-0.7
1981-12,-2.2
1982-01,-3.1
1982-02,-2.4
1982-03,-1.4
1982-04,-1.7
1982-05,1.8
1982-06,5.2
1982-07,6.8
1982-08,9.1
1982-09,6.0
1982-10,3.5
1982-11,1.6
1982-12,-1.3
1983-01,-5.3
1983-02,-2.6
1983-03,-2.3
1983-04,-0.1
1983-05,2.7
1983-06,6.5
1983-07,8.5
1983-08,8.9
1983-09,6.7
1983-10,2.7
1983-11,-0.6
1983-12,3.3
1984-01,-2.9
1984-02,-12.3
1984-03,-4.1
1984-04,-3.4
1984-05,0.8
1984-06,6.3
1984-09,7.9
1984-10,3.9
1984-11,1.4
1984-12,0.4
1985-01,1.0
1985-02,-0.5
1985-03,-5.6
1985-04,-6.6
1985-05,1.6
1985-06,3.7
1985-07,7.7
1985-08,8.6
1985-09,6.9
1985-10,2.9
1985-11,2.9
1985-12,1.1
1986-01,-5.6
1986-02,-3.4
1986-03,-6.4
1986-04,-2.3
1986-05,2.2
1986-06,6.0
1986-07,8.5
1986-08,8.8
1986-09,8.4
1986-10,3.9
1986-11,1.7
1986-12,-1.7
1987-01,-2.6
1987-02,-2.3
1987-03,-1.4
1987-04,-1.4
1987-05,2.6
1987-06,6.1
1987-07,8.7
1987-08,9.6
1987-09,6.3
1987-10,3.6
1987-11,-2.2
1987-12,-3.4
1988-01,-2.6
1988-02,-4.3
1988-03,-7.9
1988-04,-3.4
1988-05,1.7
1988-06,5.7
1988-07,8.7
1988-08,9.3
1988-09,7.2
1988-10,4.0
1988-11,-1.4
1988-12,-2.4
1989-01,-5.4
1989-02,1.2
1989-03,-0.8
1989-04,1.0
1989-05,3.2
1989-06,5.9
1989-07,8.5
1989-08,10.0
1989-09,8.4
1989-10,4.6
1989-11,-1.0
1989-12,-1.4
1990-01,-2.8
1990-02,-6.9
1990-03,-3.0
1990-04,-0.8
1990-05,3.2
1990-06,6.3
1990-07,8.8
1990-08,9.4
1990-09,6.9
1990-10,3.4
1990-11,0.8
1990-12,-0.1
1991-01,-3.8
1991-02,-12.4
1991-03,-2.4
1991-04,-2.3
1991-05,2.4
1991-06,5.5
1991-07,9.2
1991-08,9.6
1991-09,7.7
1991-10,4.8
1991-11,0.9
1991-12,-2.9
1992-01,-4.1
1992-02,-3.8
1992-03,-6.3
1992-04,-2.3
1992-05,0.8
1992-06,5.8
1992-07,7.7
1992-08,8.7
1992-09,5.7
1992-10,2.9
1992-11,-0.6
1992-12,-2.8
1993-01,-5.3
1993-02,-3.2
1993-03,-2.7
1993-04,0.8
1993-05,3.0
1993-06,6.2
1993-07,9.7
1993-08,10.5
1993-09,7.8
1993-10,5.1
1993-11,2.5
1993-12,-2.3
1994-01,-2.9
1994-02,-1.4
1994-03,-8.0
1994-04,-3.5
1994-05,1.0
1994-06,5.6
1994-07,8.7
1994-08,9.2
1994-09,7.2
1994-10,2.9
1994-11,0.3
1994-12,-2.1
1995-01,-5.7
1995-02,-5.7
1995-03,-6.4
1995-04,-3.1
1995-05,2.5
1995-06,5.1
1995-07,8.4
1995-08,9.9
1995-09,8.5
1995-10,3.6
1995-11,0.4
1995-12,0.2
1996-01,-0.8
1996-02,-3.2
1996-03,0.6
1996-04,-0.2
1996-05,4.2
1996-06,7.3
1996-07,9.2
1996-08,10.2
1996-09,7.3
1996-10,4.2
1996-11,2.3
1996-12,-0.3
1997-01,-3.4
1997-02,-3.8
1997-03,-4.7
1997-04,-1.0
1997-05,3.8
1997-06,6.1
1997-07,9.0
1997-08,9.8
1997-09,8.1
1997-10,3.5
1997-11,0.9
1997-12,-4.4
1998-01,-5.5
1998-02,-5.9
1998-03,-1.2
1998-04,-0.2
1998-05,2.3
1998-06,5.8
1998-07,8.8
1998-08,8.9
1998-09,7.2
1998-10,3.2
1998-11,0.6
1998-12,-2.0
1999-01,-3.0
1999-02,-4.3
1999-03,-4.5
1999-04,-2.0
1999-05,1.5
1999-06,5.0
1999-07,7.6
1999-08,7.9
1999-09,7.4
1999-10,2.4
1999-11,-0.2
1999-12,-7.9
2000-01,-7.9
2000-02,-0.6
2000-03,-2.5
2000-04,-0.4
2000-05,2.2
2000-06,6.3
2000-07,8.8
2000-08,9.8
2000-09,7.3
2000-10,4.3
2000-11,2.4
2000-12,1.7
2001-01,-1.4
2001-02,-0.6
2001-03,-2.0
2001-04,0.3
2001-05,1.4
2001-06,5.5
2001-07,7.7
2001-08,9.2
2001-09,7.4
2001-10,3.0
2001-11,1.3
2001-12,-5.4
2002-01,-4.9
2002-02,-7.9
2002-03,-0.3
2002-04,0.3
2002-05,3.8
2002-06,6.5
2002-07,8.7
2002-08,10.1
2002-09,8.4
2002-10,5.0
2002-11,1.7
2002-12,-1.0
2003-01,-1.5
2003-02,-2.1
2003-03,-1.8
2003-04,1.9
2003-05,3.4
2003-06,6.9
2003-07,8.9
2003-08,9.7
2003-09,8.2
2003-10,4.4
2003-11,2.1
2003-12,-1.0
2004-01,-2.3
2004-02,-2.4
2004-03,-3.0
2004-04,-0.5
2004-05,4.6
2004-06,7.3
2004-07,9.7
2004-08,10.8
2004-09,8.6
2004-10,4.9
2004-11,1.2
2004-12,-1.7
2005-01,0.9
2005-02,-2.4
2005-03,-1.9
2005-04,-2.1
2005-05,3.5
2005-06,9.4
2005-07,11.5
2005-08,11.3
2005-09,9.0
2005-10,4.6
2005-11,-0.6
2005-12,-0.7
2006-01,-8.0
2006-02,-3.3
2006-03,-0.7
2006-04,-2.5
2006-05,1.7
2006-06,5.2
2006-07,8.8
2006-08,9.2
2006-09,7.1
2006-10,4.1
2006-11,1.4
2006-12,-4.7
2007-01,-6.6
2007-02,-0.9
2007-03,-7.6
2007-04,-1.4
2007-05,0.6
2007-06,4.8
2007-07,8.0
2007-08,9.6
2007-09,8.8
2007-10,3.9
2007-11,1.0
2007-12,-2.0
2008-01,-3.9
2008-02,-8.5
2008-03,-8.7
2008-04,-2.2
2008-05,0.9
2008-06,4.5
2008-07,7.0
2008-08,8.5
2008-09,7.7
2008-10,2.0
2008-11,-1.9
2008-12,-1.4
2009-01,-8.0
2009-02,-4.3
2009-03,-7.1
2009-04,-2.8
2009-05,1.8
2009-06,5.0
2009-07,7.1
2009-08,8.7
2009-09,6.4
2009-10,3.3
2009-11,-1.5
2009-12,-1.8
2010-01,-4.6
2010-02,-7.6
2010-03,-12.0
2010-04,-3.7
2010-05,0.9
2010-06,4.1
2010-07,7.5
2010-08,8.7
2010-09,7.7
2010-10,3.5
2010-11,0.6
2010-12,-2.2
2011-01,-3.4
2011-02,-1.8
2011-03,-2.7
2011-04,-2.9
2011-05,1.9
2011-06,5.2
2011-07,7.4
2011-08,8.9
2011-09,6.8
2011-10,3.5
2011-11,0.3
2011-09,6.8
2011-10,3.5
2011-11,0.3
2011-12,-2.5
2012-01,-9.7
2012-02,-6.3
2012-03,-9.3
2012-04,-3.6
2012-05,-0.5
2012-06,4.9
2012-07,7.1
2012-08,8.7
2012-09,5.3
2012-10,3.6
2012-11,-0.3
2012-12,-3.0
2013-01,-3.5
2013-02,-9.3
2013-03,-4.6
2013-04,-4.4
2013-05,0.4
2013-06,5.1
2013-07,8.3
2013-08,9.4
2013-09,7.2
2013-10,4.8
2013-11,1.5
2013-12,0.6
2014-01,-1.2
2014-02,-3.6
2014-03,-4.0
2014-04,1.1
2014-05,3.8
2014-06,6.6
2014-07,10.2
2014-08,11.6
2014-09,9.7
2014-10,3.8
2014-11,2.9
2014-12,0.9
2015-01,-1.0
2015-02,-1.9
2015-03,-2.8
2015-04,-1.3
2015-05,4.4
2015-06,6.7
2015-07,9.6
2015-08,10.4
2015-09,8.3
2015-10,5.3
2015-11,2.1
2015-12,-0.1
2016-01,-0.6
2016-02,0.6
2016-03,-1.9
2016-04,2.3
2016-05,4.9
2016-06,8.3
2016-07,11.1
2016-08,11.6
2016-09,9.9
2016-10,7.1
2016-11,1.2
2016-12,1.2
2017-01,-3.8
2017-02,-4.4
