month,mean
2012-06,19.3
2012-07,24.1
2012-08,23.7
2012-09,18.2
2012-10,13.6
2012-11,5.6
2012-12,3.6
2013-01,-0.2
2013-02,-0.4
2013-03,3.2
2013-04,9.4
2013-05,14.9
2013-06,20.9
2013-07,25.0
2013-08,22.3
2013-09,18.2
2013-10,13.7
2013-11,6.0
2013-12,0.8
2014-01,-2.5
2014-02,-1.6
2014-03,0.9
2014-04,9.0
2014-05,14.8
2014-06,20.2
2014-07,23.4
2014-08,21.6
2014-09,19.0
2014-10,13.5
2014-11,5.8
2014-12,3.5
2015-01,-3.2
2015-02,-7.1
2015-03,0.7
2015-04,8.9
2015-05,16.8
2015-06,18.1
2015-07,23.3
2015-08,23.7
2015-09,20.7
2015-10,12.2
2015-11,9.2
2015-12,7.4
2016-01,0.3
2016-02,1.5
2016-03,5.9
2016-04,8.4
2016-05,14.8
2016-06,20.2
2016-07,24.5
2016-08,24.7
2016-09,19.7
2016-10,13.0
2016-11,7.9
2016-12,1.8
2017-01,
2017-02,
2017-03,
2017-04,
2017-05,
2017-06,
2017-07,
2017-08,
2017-09,
2017-10,
2017-11,
2017-12,
